"CountryName","CountryCode","Year","GDPperCap","FertilityRate"
"Belgium","BEL",1978,10289.76842,1.69
"Belgium","BEL",1979,11810.61588,1.69
"Belgium","BEL",1980,12864.00257,1.68
"Belgium","BEL",1981,10622.80248,1.66
"Belgium","BEL",1982,9343.8611,1.61
"Belgium","BEL",1983,8846.234298,1.57
"Belgium","BEL",1984,8457.268803,1.54
"Belgium","BEL",1985,8750.818513,1.51
"Belgium","BEL",1986,12170.0407,1.54
"Belgium","BEL",1987,15135.85231,1.54
"Belgium","BEL",1988,16391.09383,1.57
"Belgium","BEL",1989,16525.06174,1.58
"Belgium","BEL",1990,20600.37528,1.62
"Belgium","BEL",1991,21041.66065,1.66
"Belgium","BEL",1992,23372.61917,1.65
"Belgium","BEL",1993,22283.93602,1.61
"Belgium","BEL",1994,24208.55479,1.56
"Belgium","BEL",1995,28413.82644,1.56
"Belgium","BEL",1996,27489.55518,1.59
"Belgium","BEL",1997,24820.93805,1.6
"Belgium","BEL",1998,25338.44329,1.6
"Belgium","BEL",1999,25252.80191,1.62
"Belgium","BEL",2000,23098.88651,1.67
"Belgium","BEL",2001,23015.07126,1.67
"Belgium","BEL",2002,25006.1914,1.65
"Belgium","BEL",2003,30655.20927,1.67
"Belgium","BEL",2004,35429.40779,1.72
"Belgium","BEL",2005,36809.70134,1.76
"Belgium","BEL",2006,38705.1068,1.8
"Belgium","BEL",2007,44319.16545,1.82
"Belgium","BEL",2008,48303.39796,1.85
"Belgium","BEL",2009,44923.34001,1.84
"Belgium","BEL",2010,44197.39367,1.86
"Belgium","BEL",2011,47760.82988,1.81
"Belgium","BEL",2012,44874.17092,1.8
"Belgium","BEL",2013,46964.59468,1.76
"Belgium","BEL",2014,47995.7787,1.74
"Belgium","BEL",2015,40893.80454,1.7
"Belgium","BEL",2016,41854.54983,1.68
"Belgium","BEL",2017,44035.32394,1.65
"Belgium","BEL",2018,47487.21004,1.62
"Belgium","BEL",2019,46716.62275,1.6
"Belgium","BEL",2020,45906.28758,1.55
"Belgium","BEL",2021,51658.23829,1.6
"Belgium","BEL",2022,50822.25185,1.53
"Belgium","BEL",2023,54690.09427,1.47
"Canada","CAN",1960,2264.948497,3.811
"Canada","CAN",1961,2246.083566,3.753
"Canada","CAN",1962,2274.428471,3.681
"Canada","CAN",1963,2380.317329,3.607
"Canada","CAN",1964,2561.638491,3.456
"Canada","CAN",1965,2777.183173,3.115
"Canada","CAN",1966,3055.288079,2.749
"Canada","CAN",1967,3226.382737,2.528
"Canada","CAN",1968,3473.237226,2.386
"Canada","CAN",1969,3776.156131,2.334
"Canada","CAN",1970,4135.821498,2.258
"Canada","CAN",1971,4535.393389,2.141
"Canada","CAN",1972,5106.73708,1.98
"Canada","CAN",1973,5858.334073,1.89
"Canada","CAN",1974,7056.708475,1.837
"Canada","CAN",1975,7536.520098,1.824
"Canada","CAN",1976,8838.947107,1.796
"Canada","CAN",1977,8949.109893,1.782
"Canada","CAN",1978,9154.433253,1.768
"Canada","CAN",1979,10077.50267,1.754
"Canada","CAN",1980,11208.20274,1.74
"Canada","CAN",1981,12379.03686,1.7
"Canada","CAN",1982,12527.31353,1.69
"Canada","CAN",1983,13477.10317,1.68
"Canada","CAN",1984,13930.47455,1.65
"Canada","CAN",1985,14170.12494,1.67
"Canada","CAN",1986,14521.18008,1.675
"Canada","CAN",1987,16377.69021,1.68
"Canada","CAN",1988,19012.57233,1.68
"Canada","CAN",1989,20794.68223,1.77
"Canada","CAN",1990,21525.86114,1.83
"Canada","CAN",1991,21846.79305,1.72
"Canada","CAN",1992,20950.33053,1.71
"Canada","CAN",1993,20186.79888,1.69
"Canada","CAN",1994,19997.62374,1.69
"Canada","CAN",1995,20679.63479,1.67
"Canada","CAN",1996,21296.97235,1.63
"Canada","CAN",1997,21901.56285,1.57
"Canada","CAN",1998,21024.58507,1.56
"Canada","CAN",1999,22315.24667,1.55
"Canada","CAN",2000,24271.00206,1.51
"Canada","CAN",2001,23822.09621,1.54
"Canada","CAN",2002,24256.01923,1.52
"Canada","CAN",2003,28301.86459,1.55
"Canada","CAN",2004,32145.54126,1.56
"Canada","CAN",2005,36383.66001,1.58
"Canada","CAN",2006,40504.0371,1.63
"Canada","CAN",2007,44660.08389,1.67
"Canada","CAN",2008,46710.25269,1.7
"Canada","CAN",2009,40874.88319,1.69
"Canada","CAN",2010,47560.6666,1.65
"Canada","CAN",2011,52223.85884,1.63
"Canada","CAN",2012,52670.34473,1.63
"Canada","CAN",2013,52638.11872,1.61
"Canada","CAN",2014,50960.84312,1.61
"Canada","CAN",2015,43594.1941,1.6
"Canada","CAN",2016,42314.06158,1.59
"Canada","CAN",2017,45129.62812,1.55
"Canada","CAN",2018,46539.17616,1.51
"Canada","CAN",2019,46352.86934,1.47
"Canada","CAN",2020,43537.8393,1.41
"Canada","CAN",2021,52886.66164,1.44
"Canada","CAN",2022,56256.80073,1.33
"Canada","CAN",2023,54220.3285,1.26
"Chile","CHL",1960,516.4875391,4.697
"Chile","CHL",1961,594.4363062,4.655
"Chile","CHL",1962,678.5843366,4.602
"Chile","CHL",1963,657.7191966,4.536
"Chile","CHL",1964,685.9702029,4.457
"Chile","CHL",1965,686.123542,4.364
"Chile","CHL",1966,790.3617738,4.259
"Chile","CHL",1967,764.2651287,4.144
"Chile","CHL",1968,765.8474016,4.025
"Chile","CHL",1969,873.5818899,3.902
"Chile","CHL",1970,940.6483451,3.778
"Chile","CHL",1971,1098.9147,3.654
"Chile","CHL",1972,1185.049948,3.53
"Chile","CHL",1973,1666.995428,3.409
"Chile","CHL",1974,1578.583676,3.293
"Chile","CHL",1975,732.0544068,3.182
"Chile","CHL",1976,970.9573149,3.078
"Chile","CHL",1977,1296.868547,2.981
"Chile","CHL",1978,1465.456056,2.892
"Chile","CHL",1979,1962.081856,2.812
"Chile","CHL",1980,2570.843119,2.744
"Chile","CHL",1981,3012.344782,2.689
"Chile","CHL",1982,1663.280433,2.648
"Chile","CHL",1983,1715.403457,2.619
"Chile","CHL",1984,1636.224762,2.601
"Chile","CHL",1985,1446.806046,2.592
"Chile","CHL",1986,1524.978095,2.589
"Chile","CHL",1987,1767.413897,2.59
"Chile","CHL",1988,2013.539878,2.591
"Chile","CHL",1989,2277.847643,2.589
"Chile","CHL",1990,2487.768297,2.579
"Chile","CHL",1991,2798.342624,2.558
"Chile","CHL",1992,3351.841089,2.478
"Chile","CHL",1993,3540.913773,2.43
"Chile","CHL",1994,4012.101599,2.377
"Chile","CHL",1995,5081.468277,2.353
"Chile","CHL",1996,5333.504387,2.284
"Chile","CHL",1997,5741.95843,2.202
"Chile","CHL",1998,5419.824173,2.149
"Chile","CHL",1999,4933.555815,2.074
"Chile","CHL",2000,5052.992458,2.046
"Chile","CHL",2001,4563.595299,2.007
"Chile","CHL",2002,4430.847412,1.934
"Chile","CHL",2003,4773.401775,1.885
"Chile","CHL",2004,6120.591521,1.844
"Chile","CHL",2005,7480.32331,1.825
"Chile","CHL",2006,9318.656553,1.798
"Chile","CHL",2007,10346.41382,1.826
"Chile","CHL",2008,10683.21888,1.85
"Chile","CHL",2009,10098.80172,1.855
"Chile","CHL",2010,12632.87047,1.844
"Chile","CHL",2011,14487.39278,1.823
"Chile","CHL",2012,15241.907,1.798
"Chile","CHL",2013,15683.54864,1.786
"Chile","CHL",2014,14529.67672,1.774
"Chile","CHL",2015,13433.9203,1.737
"Chile","CHL",2016,13649.85205,1.686
"Chile","CHL",2017,14879.90862,1.563
"Chile","CHL",2018,15659.48087,1.543
"Chile","CHL",2019,14495.71672,1.43
"Chile","CHL",2020,13114.81547,1.307
"Chile","CHL",2021,16206.83255,1.176
"Chile","CHL",2022,15405.61658,1.255
"Chile","CHL",2023,17067.03648,1.167
"China","CHN",1960,89.71507492,4.451
"China","CHN",1961,75.96550111,3.863
"China","CHN",1962,71.0616846,6.085
"China","CHN",1963,74.46815409,7.513
"China","CHN",1964,85.66110746,6.672
"China","CHN",1965,98.66816887,6.605
"China","CHN",1966,104.5064635,6.307
"China","CHN",1967,96.76144801,5.806
"China","CHN",1968,91.64545818,6.508
"China","CHN",1969,100.3081395,6.175
"China","CHN",1970,113.346243,6.085
"China","CHN",1971,118.8424916,5.523
"China","CHN",1972,132.0974104,5.112
"China","CHN",1973,157.3398881,4.726
"China","CHN",1974,160.4025469,4.17
"China","CHN",1975,178.6212493,3.571
"China","CHN",1976,165.6809877,3.235
"China","CHN",1977,185.7286207,2.844
"China","CHN",1978,156.6556169,2.716
"China","CHN",1979,184.2858531,2.745
"China","CHN",1980,195.14948,2.739
"China","CHN",1981,197.425511,2.792
"China","CHN",1982,203.7227884,2.972
"China","CHN",1983,225.865347,2.559
"China","CHN",1984,251.1926865,2.607
"China","CHN",1985,295.0074458,2.633
"China","CHN",1986,282.4456031,2.721
"China","CHN",1987,252.2567601,2.76
"China","CHN",1988,284.0235731,2.539
"China","CHN",1989,311.4294612,2.52
"China","CHN",1990,318.5033536,2.514
"China","CHN",1991,334.1302881,1.934
"China","CHN",1992,367.8226519,1.776
"China","CHN",1993,378.9393531,1.691
"China","CHN",1994,475.6778744,1.628
"China","CHN",1995,612.6802779,1.588
"China","CHN",1996,713.3373878,1.554
"China","CHN",1997,786.7435485,1.527
"China","CHN",1998,835.0953486,1.522
"China","CHN",1999,881.1466141,1.53
"China","CHN",2000,969.1995137,1.628
"China","CHN",2001,1065.405976,1.563
"China","CHN",2002,1163.559577,1.566
"China","CHN",2003,1306.972454,1.57
"China","CHN",2004,1530.927262,1.605
"China","CHN",2005,1777.644968,1.624
"China","CHN",2006,2129.25697,1.644
"China","CHN",2007,2734.727099,1.666
"China","CHN",2008,3523.443021,1.701
"China","CHN",2009,3898.244592,1.714
"China","CHN",2010,4629.245517,1.687
"China","CHN",2011,5703.76028,1.668
"China","CHN",2012,6405.057424,1.798
"China","CHN",2013,7147.035186,1.714
"China","CHN",2014,7781.065975,1.769
"China","CHN",2015,8175.332851,1.67
"China","CHN",2016,8254.868593,1.772
"China","CHN",2017,8979.676527,1.795
"China","CHN",2018,10085.66381,1.539
"China","CHN",2019,10342.90095,1.496
"China","CHN",2020,10627.4638,1.236
"China","CHN",2021,12887.43572,1.117
"China","CHN",2022,12970.60564,1.034
"China","CHN",2023,12951.17824,0.999
"Colombia","COL",1960,258.3044336,6.735
"Colombia","COL",1961,282.0994405,6.712
"Colombia","COL",1962,298.5438617,6.663
"Colombia","COL",1963,282.5883303,6.584
"Colombia","COL",1964,338.6759353,6.475
"Colombia","COL",1965,317.0645634,6.333
"Colombia","COL",1966,290.253386,6.159
"Colombia","COL",1967,302.8325078,5.957
"Colombia","COL",1968,301.5265028,5.737
"Colombia","COL",1969,317.8687981,5.506
"Colombia","COL",1970,345.8791016,5.276
"Colombia","COL",1971,366.8251679,5.057
"Colombia","COL",1972,397.4121174,4.857
"Colombia","COL",1973,462.0643757,4.68
"Colombia","COL",1974,541.7499016,4.527
"Colombia","COL",1975,561.0980361,4.398
"Colombia","COL",1976,643.0079145,4.285
"Colombia","COL",1977,798.2030216,4.163
"Colombia","COL",1978,932.3926951,3.998
"Colombia","COL",1979,1095.031384,3.888
"Colombia","COL",1980,1279.501167,3.798
"Colombia","COL",1981,1362.183325,3.706
"Colombia","COL",1982,1425.399368,3.618
"Colombia","COL",1983,1383.792461,3.501
"Colombia","COL",1984,1335.528218,3.35
"Colombia","COL",1985,1192.218775,3.225
"Colombia","COL",1986,1169.462121,3.147
"Colombia","COL",1987,1192.588286,3.087
"Colombia","COL",1988,1259.617411,3.039
"Colombia","COL",1989,1244.326946,3.012
"Colombia","COL",1990,1474.845529,2.995
"Colombia","COL",1991,1499.711042,2.982
"Colombia","COL",1992,1729.663973,2.983
"Colombia","COL",1993,1930.059765,2.978
"Colombia","COL",1994,2325.975573,2.937
"Colombia","COL",1995,2583.349914,2.85
"Colombia","COL",1996,2664.456256,2.768
"Colombia","COL",1997,2873.200188,2.743
"Colombia","COL",1998,2605.999381,2.717
"Colombia","COL",1999,2243.64205,2.637
"Colombia","COL",2000,2555.00751,2.574
"Colombia","COL",2001,2472.99084,2.522
"Colombia","COL",2002,2428.929698,2.489
"Colombia","COL",2003,2311.942188,2.45
"Colombia","COL",2004,2818.571954,2.384
"Colombia","COL",2005,3456.066109,2.309
"Colombia","COL",2006,3789.853612,2.241
"Colombia","COL",2007,4769.926147,2.195
"Colombia","COL",2008,5541.836297,2.155
"Colombia","COL",2009,5250.972924,2.096
"Colombia","COL",2010,6398.295845,2.01
"Colombia","COL",2011,7400.99407,1.938
"Colombia","COL",2012,8108.598382,1.899
"Colombia","COL",2013,8279.102556,1.86
"Colombia","COL",2014,8187.208249,1.822
"Colombia","COL",2015,6248.514905,1.771
"Colombia","COL",2016,5959.842504,1.719
"Colombia","COL",2017,6479.532313,1.717
"Colombia","COL",2018,6816.968183,1.715
"Colombia","COL",2019,6472.545449,1.71
"Colombia","COL",2020,5339.687114,1.694
"Colombia","COL",2021,6222.621644,1.68
"Colombia","COL",2022,6680.445069,1.663
"Colombia","COL",2023,7000.836605,1.645
"Costa Rica","CRI",1960,382.3091218,6.712
"Costa Rica","CRI",1961,355.8444479,6.651
"Costa Rica","CRI",1962,335.221589,6.543
"Costa Rica","CRI",1963,345.5053691,6.389
"Costa Rica","CRI",1964,353.7108968,6.193
"Costa Rica","CRI",1965,373.8356901,5.96
"Costa Rica","CRI",1966,395.1524985,5.697
"Costa Rica","CRI",1967,413.996506,5.416
"Costa Rica","CRI",1968,444.8052569,5.028
"Costa Rica","CRI",1969,477.0813467,4.835
"Costa Rica","CRI",1970,535.5396797,4.585
"Costa Rica","CRI",1971,570.3602295,4.362
"Costa Rica","CRI",1972,638.8510116,4.158
"Costa Rica","CRI",1973,768.9447174,3.991
"Costa Rica","CRI",1974,817.0766914,3.893
"Costa Rica","CRI",1975,936.9931967,3.804
"Costa Rica","CRI",1976,1123.281791,3.747
"Costa Rica","CRI",1977,1393.375138,3.701
"Costa Rica","CRI",1978,1555.837161,3.662
"Costa Rica","CRI",1979,1734.595602,3.651
"Costa Rica","CRI",1980,2020.990675,3.583
"Costa Rica","CRI",1981,1068.046722,3.556
"Costa Rica","CRI",1982,1032.405482,3.54
"Costa Rica","CRI",1983,1212.557653,3.525
"Costa Rica","CRI",1984,1372.201498,3.519
"Costa Rica","CRI",1985,1429.378364,3.511
"Costa Rica","CRI",1986,1568.564097,3.454
"Costa Rica","CRI",1987,1567.032051,3.384
"Costa Rica","CRI",1988,1554.740485,3.314
"Costa Rica","CRI",1989,1725.139362,3.238
"Costa Rica","CRI",1990,1829.668709,3.167
"Costa Rica","CRI",1991,2253.381915,3.075
"Costa Rica","CRI",1992,2612.387565,3.001
"Costa Rica","CRI",1993,2840.387065,2.928
"Costa Rica","CRI",1994,3039.563286,2.857
"Costa Rica","CRI",1995,3275.252564,2.779
"Costa Rica","CRI",1996,3226.963956,2.681
"Costa Rica","CRI",1997,3407.776129,2.589
"Costa Rica","CRI",1998,3617.457567,2.527
"Costa Rica","CRI",1999,3690.961548,2.481
"Costa Rica","CRI",2000,3812.753883,2.413
"Costa Rica","CRI",2001,3985.129845,2.312
"Costa Rica","CRI",2002,4067.718514,2.162
"Costa Rica","CRI",2003,4173.148564,2.084
"Costa Rica","CRI",2004,4431.011721,2.028
"Costa Rica","CRI",2005,4703.007218,2.038
"Costa Rica","CRI",2006,5256.596409,1.937
"Costa Rica","CRI",2007,6137.711999,1.954
"Costa Rica","CRI",2008,6937.242616,1.98
"Costa Rica","CRI",2009,6832.698299,1.953
"Costa Rica","CRI",2010,8265.788203,1.827
"Costa Rica","CRI",2011,9276.391075,1.877
"Costa Rica","CRI",2012,10126.9991,1.851
"Costa Rica","CRI",2013,10803.2402,1.779
"Costa Rica","CRI",2014,10911.49788,1.8
"Costa Rica","CRI",2015,11714.7106,1.797
"Costa Rica","CRI",2016,12091.03016,1.746
"Costa Rica","CRI",2017,12317.09028,1.714
"Costa Rica","CRI",2018,12590.24938,1.706
"Costa Rica","CRI",2019,12884.686,1.6
"Costa Rica","CRI",2020,12394.0494,1.448
"Costa Rica","CRI",2021,12838.11854,1.353
"Costa Rica","CRI",2022,13625.90085,1.335
"Costa Rica","CRI",2023,16942.02681,1.33
"Czechia","CZE",1960,NA,2.09
"Czechia","CZE",1961,NA,2.11
"Czechia","CZE",1962,NA,2.12
"Czechia","CZE",1963,NA,2.31
"Czechia","CZE",1964,NA,2.34
"Czechia","CZE",1965,NA,2.18
"Czechia","CZE",1966,NA,2.02
"Czechia","CZE",1967,NA,1.91
"Czechia","CZE",1968,NA,1.84
"Czechia","CZE",1969,NA,1.87
"Czechia","CZE",1970,NA,1.92
"Czechia","CZE",1971,NA,2
"Czechia","CZE",1972,NA,2.09
"Czechia","CZE",1973,NA,2.31
"Czechia","CZE",1974,NA,2.46
"Czechia","CZE",1975,NA,2.43
"Czechia","CZE",1976,NA,2.39
"Czechia","CZE",1977,NA,2.34
"Czechia","CZE",1978,NA,2.33
"Czechia","CZE",1979,NA,2.27
"Czechia","CZE",1980,NA,2.08
"Czechia","CZE",1981,NA,2
"Czechia","CZE",1982,NA,2
"Czechia","CZE",1983,NA,1.97
"Czechia","CZE",1984,NA,1.97
"Czechia","CZE",1985,NA,1.95
"Czechia","CZE",1986,NA,1.92
"Czechia","CZE",1987,NA,1.91
"Czechia","CZE",1988,NA,1.94
"Czechia","CZE",1989,NA,1.87
"Czechia","CZE",1990,3969.367335,1.9
"Czechia","CZE",1991,2917.086555,1.86
"Czechia","CZE",1992,3396.709724,1.71
"Czechia","CZE",1993,3984.146344,1.67
"Czechia","CZE",1994,4663.286653,1.44
"Czechia","CZE",1995,5865.294606,1.28
"Czechia","CZE",1996,6573.196431,1.18
"Czechia","CZE",1997,6069.387624,1.17
"Czechia","CZE",1998,6526.596358,1.16
"Czechia","CZE",1999,6377.621108,1.13
"Czechia","CZE",2000,6062.921528,1.15
"Czechia","CZE",2001,6669.074948,1.15
"Czechia","CZE",2002,8101.260186,1.17
"Czechia","CZE",2003,9852.456779,1.18
"Czechia","CZE",2004,11782.55467,1.23
"Czechia","CZE",2005,13442.49163,1.29
"Czechia","CZE",2006,15259.07882,1.34
"Czechia","CZE",2007,18452.65328,1.45
"Czechia","CZE",2008,22774.70451,1.51
"Czechia","CZE",2009,19817.42158,1.51
"Czechia","CZE",2010,20160.43551,1.51
"Czechia","CZE",2011,22049.10808,1.43
"Czechia","CZE",2012,20014.0354,1.45
"Czechia","CZE",2013,20260.4955,1.46
"Czechia","CZE",2014,20038.41632,1.53
"Czechia","CZE",2015,17931.59877,1.57
"Czechia","CZE",2016,18753.96867,1.63
"Czechia","CZE",2017,20913.19763,1.69
"Czechia","CZE",2018,23705.93298,1.71
"Czechia","CZE",2019,24062.719,1.71
"Czechia","CZE",2020,23472.89155,1.74
"Czechia","CZE",2021,27696.46195,1.83
"Czechia","CZE",2022,28282.22367,1.64
"Czechia","CZE",2023,31591.05682,1.45
"Denmark","DNK",1960,1389.021394,2.57
"Denmark","DNK",1961,1530.53779,2.55
"Denmark","DNK",1962,1711.218138,2.55
"Denmark","DNK",1963,1807.252792,2.67
"Denmark","DNK",1964,2049.397243,2.6
"Denmark","DNK",1965,2284.228505,2.61
"Denmark","DNK",1966,2487.136271,2.62
"Denmark","DNK",1967,2700.746379,2.35
"Denmark","DNK",1968,2776.135445,2.12
"Denmark","DNK",1969,3151.133243,2
"Denmark","DNK",1970,3464.455183,1.95
"Denmark","DNK",1971,3845.599068,2.04
"Denmark","DNK",1972,4653.955879,2.03
"Denmark","DNK",1973,6116.891992,1.92
"Denmark","DNK",1974,6763.865929,1.9
"Denmark","DNK",1975,7988.156133,1.92
"Denmark","DNK",1976,8773.339616,1.75
"Denmark","DNK",1977,9769.578643,1.66
"Denmark","DNK",1978,11817.62509,1.67
"Denmark","DNK",1979,13757.23437,1.6
"Denmark","DNK",1980,13822.15784,1.55
"Denmark","DNK",1981,12000.21038,1.44
"Denmark","DNK",1982,11740.21991,1.43
"Denmark","DNK",1983,11796.5692,1.38
"Denmark","DNK",1984,11516.68216,1.4
"Denmark","DNK",1985,12212.7874,1.45
"Denmark","DNK",1986,17136.62974,1.48
"Denmark","DNK",1987,21295.67686,1.5
"Denmark","DNK",1988,22524.57926,1.56
"Denmark","DNK",1989,21882.15175,1.62
"Denmark","DNK",1990,26885.69942,1.67
"Denmark","DNK",1991,27002.80577,1.68
"Denmark","DNK",1992,29579.49136,1.76
"Denmark","DNK",1993,27581.72411,1.75
"Denmark","DNK",1994,29967.83039,1.81
"Denmark","DNK",1995,35321.09808,1.8
"Denmark","DNK",1996,35621.98781,1.75
"Denmark","DNK",1997,32779.87905,1.75
"Denmark","DNK",1998,33346.48843,1.72
"Denmark","DNK",1999,33426.23811,1.73
"Denmark","DNK",2000,30722.02518,1.77
"Denmark","DNK",2001,30768.47755,1.74
"Denmark","DNK",2002,33257.16226,1.72
"Denmark","DNK",2003,40519.09749,1.76
"Denmark","DNK",2004,46625.0501,1.78
"Denmark","DNK",2005,48925.80767,1.8
"Denmark","DNK",2006,52119.1788,1.85
"Denmark","DNK",2007,58631.65664,1.84
"Denmark","DNK",2008,64616.66576,1.89
"Denmark","DNK",2009,58412.74724,1.84
"Denmark","DNK",2010,58104.54456,1.87
